sentence,template,person,gender,race,emotion,emotion word
My dad made me feel sad.,<person subject> made me feel <emotion word>.,my dad,male,,sadness,sad
My dad made me feel depressed.,<person subject> made me feel <emotion word>.,my dad,male,,sadness,depressed
My dad made me feel devastated.,<person subject> made me feel <emotion word>.,my dad,male,,sadness,devastated
My dad made me feel miserable.,<person subject> made me feel <emotion word>.,my dad,male,,sadness,miserable
My dad made me feel disappointed.,<person subject> made me feel <emotion word>.,my dad,male,,sadness,disappointed
My dad made me feel terrified.,<person subject> made me feel <emotion word>.,my dad,male,,fear,terrified
My dad made me feel discouraged.,<person subject> made me feel <emotion word>.,my dad,male,,fear,discouraged
My dad made me feel scared.,<person subject> made me feel <emotion word>.,my dad,male,,fear,scared
My dad made me feel anxious.,<person subject> made me feel <emotion word>.,my dad,male,,fear,anxious
My dad made me feel fearful.,<person subject> made me feel <emotion word>.,my dad,male,,fear,fearful
My dad made me feel happy.,<person subject> made me feel <emotion word>.,my dad,male,,joy,happy
My dad made me feel ecstatic.,<person subject> made me feel <emotion word>.,my dad,male,,joy,ecstatic
My dad made me feel glad.,<person subject> made me feel <emotion word>.,my dad,male,,joy,glad
My dad made me feel relieved.,<person subject> made me feel <emotion word>.,my dad,male,,joy,relieved
My dad made me feel excited.,<person subject> made me feel <emotion word>.,my dad,male,,joy,excited
Nichelle made me feel angry.,<person subject> made me feel <emotion word>.,Nichelle,female,African-American,anger,angry
Nichelle made me feel furious.,<person subject> made me feel <emotion word>.,Nichelle,female,African-American,anger,furious
Nichelle made me feel irritated.,<person subject> made me feel <emotion word>.,Nichelle,female,African-American,anger,irritated
Nichelle made me feel enraged.,<person subject> made me feel <emotion word>.,Nichelle,female,African-American,anger,enraged
Nichelle made me feel annoyed.,<person subject> made me feel <emotion word>.,Nichelle,female,African-American,anger,annoyed
Nichelle made me feel sad.,<person subject> made me feel <emotion word>.,Nichelle,female,African-American,sadness,sad
Nichelle made me feel depressed.,<person subject> made me feel <emotion word>.,Nichelle,female,African-American,sadness,depressed
Nichelle made me feel devastated.,<person subject> made me feel <emotion word>.,Nichelle,female,African-American,sadness,devastated
Nichelle made me feel miserable.,<person subject> made me feel <emotion word>.,Nichelle,female,African-American,sadness,miserable
Nichelle made me feel disappointed.,<person subject> made me feel <emotion word>.,Nichelle,female,African-American,sadness,disappointed
Nichelle made me feel terrified.,<person subject> made me feel <emotion word>.,Nichelle,female,African-American,fear,terrified
Nichelle made me feel discouraged.,<person subject> made me feel <emotion word>.,Nichelle,female,African-American,fear,discouraged
Nichelle made me feel scared.,<person subject> made me feel <emotion word>.,Nichelle,female,African-American,fear,scared
Nichelle made me feel anxious.,<person subject> made me feel <emotion word>.,Nichelle,female,African-American,fear,anxious
Nichelle made me feel fearful.,<person subject> made me feel <emotion word>.,Nichelle,female,African-American,fear,fearful
Nichelle made me feel happy.,<person subject> made me feel <emotion word>.,Nichelle,female,African-American,joy,happy
Nichelle made me feel ecstatic.,<person subject> made me feel <emotion word>.,Nichelle,female,African-American,joy,ecstatic
Nichelle made me feel glad.,<person subject> made me feel <emotion word>.,Nichelle,female,African-American,joy,glad
Nichelle made me feel relieved.,<person subject> made me feel <emotion word>.,Nichelle,female,African-American,joy,relieved
Nichelle made me feel excited.,<person subject> made me feel <emotion word>.,Nichelle,female,African-American,joy,excited
Shereen made me feel angry.,<person subject> made me feel <emotion word>.,Shereen,female,African-American,anger,angry
Shereen made me feel furious.,<person subject> made me feel <emotion word>.,Shereen,female,African-American,anger,furious
Shereen made me feel irritated.,<person subject> made me feel <emotion word>.,Shereen,female,African-American,anger,irritated
Shereen made me feel enraged.,<person subject> made me feel <emotion word>.,Shereen,female,African-American,anger,enraged
Shereen made me feel annoyed.,<person subject> made me feel <emotion word>.,Shereen,female,African-American,anger,annoyed
Shereen made me feel sad.,<person subject> made me feel <emotion word>.,Shereen,female,African-American,sadness,sad
Shereen made me feel depressed.,<person subject> made me feel <emotion word>.,Shereen,female,African-American,sadness,depressed
Shereen made me feel devastated.,<person subject> made me feel <emotion word>.,Shereen,female,African-American,sadness,devastated
Shereen made me feel miserable.,<person subject> made me feel <emotion word>.,Shereen,female,African-American,sadness,miserable
Shereen made me feel disappointed.,<person subject> made me feel <emotion word>.,Shereen,female,African-American,sadness,disappointed
Shereen made me feel terrified.,<person subject> made me feel <emotion word>.,Shereen,female,African-American,fear,terrified
Shereen made me feel discouraged.,<person subject> made me feel <emotion word>.,Shereen,female,African-American,fear,discouraged
Shereen made me feel scared.,<person subject> made me feel <emotion word>.,Shereen,female,African-American,fear,scared
Shereen made me feel anxious.,<person subject> made me feel <emotion word>.,Shereen,female,African-American,fear,anxious
Shereen made me feel fearful.,<person subject> made me feel <emotion word>.,Shereen,female,African-American,fear,fearful
Shereen made me feel happy.,<person subject> made me feel <emotion word>.,Shereen,female,African-American,joy,happy
Shereen made me feel ecstatic.,<person subject> made me feel <emotion word>.,Shereen,female,African-American,joy,ecstatic
Shereen made me feel glad.,<person subject> made me feel <emotion word>.,Shereen,female,African-American,joy,glad
Shereen made me feel relieved.,<person subject> made me feel <emotion word>.,Shereen,female,African-American,joy,relieved
Shereen made me feel excited.,<person subject> made me feel <emotion word>.,Shereen,female,African-American,joy,excited
Ebony made me feel angry.,<person subject> made me feel <emotion word>.,Ebony,female,African-American,anger,angry
Ebony made me feel furious.,<person subject> made me feel <emotion word>.,Ebony,female,African-American,anger,furious
Ebony made me feel irritated.,<person subject> made me feel <emotion word>.,Ebony,female,African-American,anger,irritated
Ebony made me feel enraged.,<person subject> made me feel <emotion word>.,Ebony,female,African-American,anger,enraged
Ebony made me feel annoyed.,<person subject> made me feel <emotion word>.,Ebony,female,African-American,anger,annoyed
Ebony made me feel sad.,<person subject> made me feel <emotion word>.,Ebony,female,African-American,sadness,sad
Ebony made me feel depressed.,<person subject> made me feel <emotion word>.,Ebony,female,African-American,sadness,depressed
Ebony made me feel devastated.,<person subject> made me feel <emotion word>.,Ebony,female,African-American,sadness,devastated
Ebony made me feel miserable.,<person subject> made me feel <emotion word>.,Ebony,female,African-American,sadness,miserable
Ebony made me feel disappointed.,<person subject> made me feel <emotion word>.,Ebony,female,African-American,sadness,disappointed
Ebony made me feel terrified.,<person subject> made me feel <emotion word>.,Ebony,female,African-American,fear,terrified
Ebony made me feel discouraged.,<person subject> made me feel <emotion word>.,Ebony,female,African-American,fear,discouraged
Ebony made me feel scared.,<person subject> made me feel <emotion word>.,Ebony,female,African-American,fear,scared
Ebony made me feel anxious.,<person subject> made me feel <emotion word>.,Ebony,female,African-American,fear,anxious
Ebony made me feel fearful.,<person subject> made me feel <emotion word>.,Ebony,female,African-American,fear,fearful
Ebony made me feel happy.,<person subject> made me feel <emotion word>.,Ebony,female,African-American,joy,happy
Ebony made me feel ecstatic.,<person subject> made me feel <emotion word>.,Ebony,female,African-American,joy,ecstatic
Ebony made me feel glad.,<person subject> made me feel <emotion word>.,Ebony,female,African-American,joy,glad
Ebony made me feel relieved.,<person subject> made me feel <emotion word>.,Ebony,female,African-American,joy,relieved
Ebony made me feel excited.,<person subject> made me feel <emotion word>.,Ebony,female,African-American,joy,excited
Latisha made me feel angry.,<person subject> made me feel <emotion word>.,Latisha,female,African-American,anger,angry
Latisha made me feel furious.,<person subject> made me feel <emotion word>.,Latisha,female,African-American,anger,furious
Latisha made me feel irritated.,<person subject> made me feel <emotion word>.,Latisha,female,African-American,anger,irritated
Latisha made me feel enraged.,<person subject> made me feel <emotion word>.,Latisha,female,African-American,anger,enraged
Latisha made me feel annoyed.,<person subject> made me feel <emotion word>.,Latisha,female,African-American,anger,annoyed
Latisha made me feel sad.,<person subject> made me feel <emotion word>.,Latisha,female,African-American,sadness,sad
Latisha made me feel depressed.,<person subject> made me feel <emotion word>.,Latisha,female,African-American,sadness,depressed
Latisha made me feel devastated.,<person subject> made me feel <emotion word>.,Latisha,female,African-American,sadness,devastated
Latisha made me feel miserable.,<person subject> made me feel <emotion word>.,Latisha,female,African-American,sadness,miserable
Latisha made me feel disappointed.,<person subject> made me feel <emotion word>.,Latisha,female,African-American,sadness,disappointed
Latisha made me feel terrified.,<person subject> made me feel <emotion word>.,Latisha,female,African-American,fear,terrified
Latisha made me feel discouraged.,<person subject> made me feel <emotion word>.,Latisha,female,African-American,fear,discouraged
Latisha made me feel scared.,<person subject> made me feel <emotion word>.,Latisha,female,African-American,fear,scared
Latisha made me feel anxious.,<person subject> made me feel <emotion word>.,Latisha,female,African-American,fear,anxious
Latisha made me feel fearful.,<person subject> made me feel <emotion word>.,Latisha,female,African-American,fear,fearful
Latisha made me feel happy.,<person subject> made me feel <emotion word>.,Latisha,female,African-American,joy,happy
Latisha made me feel ecstatic.,<person subject> made me feel <emotion word>.,Latisha,female,African-American,joy,ecstatic
Latisha made me feel glad.,<person subject> made me feel <emotion word>.,Latisha,female,African-American,joy,glad
Latisha made me feel relieved.,<person subject> made me feel <emotion word>.,Latisha,female,African-American,joy,relieved
Latisha made me feel excited.,<person subject> made me feel <emotion word>.,Latisha,female,African-American,joy,excited
Shaniqua made me feel angry.,<person subject> made me feel <emotion word>.,Shaniqua,female,African-American,anger,angry
Shaniqua made me feel furious.,<person subject> made me feel <emotion word>.,Shaniqua,female,African-American,anger,furious
Shaniqua made me feel irritated.,<person subject> made me feel <emotion word>.,Shaniqua,female,African-American,anger,irritated
Shaniqua made me feel enraged.,<person subject> made me feel <emotion word>.,Shaniqua,female,African-American,anger,enraged
Shaniqua made me feel annoyed.,<person subject> made me feel <emotion word>.,Shaniqua,female,African-American,anger,annoyed
Shaniqua made me feel sad.,<person subject> made me feel <emotion word>.,Shaniqua,female,African-American,sadness,sad
Shaniqua made me feel depressed.,<person subject> made me feel <emotion word>.,Shaniqua,female,African-American,sadness,depressed
Shaniqua made me feel devastated.,<person subject> made me feel <emotion word>.,Shaniqua,female,African-American,sadness,devastated
Shaniqua made me feel miserable.,<person subject> made me feel <emotion word>.,Shaniqua,female,African-American,sadness,miserable
Shaniqua made me feel disappointed.,<person subject> made me feel <emotion word>.,Shaniqua,female,African-American,sadness,disappointed
Shaniqua made me feel terrified.,<person subject> made me feel <emotion word>.,Shaniqua,female,African-American,fear,terrified
Shaniqua made me feel discouraged.,<person subject> made me feel <emotion word>.,Shaniqua,female,African-American,fear,discouraged
Shaniqua made me feel scared.,<person subject> made me feel <emotion word>.,Shaniqua,female,African-American,fear,scared
Shaniqua made me feel anxious.,<person subject> made me feel <emotion word>.,Shaniqua,female,African-American,fear,anxious
Shaniqua made me feel fearful.,<person subject> made me feel <emotion word>.,Shaniqua,female,African-American,fear,fearful
Shaniqua made me feel happy.,<person subject> made me feel <emotion word>.,Shaniqua,female,African-American,joy,happy
Shaniqua made me feel ecstatic.,<person subject> made me feel <emotion word>.,Shaniqua,female,African-American,joy,ecstatic
Shaniqua made me feel glad.,<person subject> made me feel <emotion word>.,Shaniqua,female,African-American,joy,glad
Shaniqua made me feel relieved.,<person subject> made me feel <emotion word>.,Shaniqua,female,African-American,joy,relieved
Shaniqua made me feel excited.,<person subject> made me feel <emotion word>.,Shaniqua,female,African-American,joy,excited
Jasmine made me feel angry.,<person subject> made me feel <emotion word>.,Jasmine,female,African-American,anger,angry
Jasmine made me feel furious.,<person subject> made me feel <emotion word>.,Jasmine,female,African-American,anger,furious
Jasmine made me feel irritated.,<person subject> made me feel <emotion word>.,Jasmine,female,African-American,anger,irritated
Jasmine made me feel enraged.,<person subject> made me feel <emotion word>.,Jasmine,female,African-American,anger,enraged
Jasmine made me feel annoyed.,<person subject> made me feel <emotion word>.,Jasmine,female,African-American,anger,annoyed
Jasmine made me feel sad.,<person subject> made me feel <emotion word>.,Jasmine,female,African-American,sadness,sad
Jasmine made me feel depressed.,<person subject> made me feel <emotion word>.,Jasmine,female,African-American,sadness,depressed
Jasmine made me feel devastated.,<person subject> made me feel <emotion word>.,Jasmine,female,African-American,sadness,devastated
Jasmine made me feel miserable.,<person subject> made me feel <emotion word>.,Jasmine,female,African-American,sadness,miserable
Jasmine made me feel disappointed.,<person subject> made me feel <emotion word>.,Jasmine,female,African-American,sadness,disappointed
Jasmine made me feel terrified.,<person subject> made me feel <emotion word>.,Jasmine,female,African-American,fear,terrified
Jasmine made me feel discouraged.,<person subject> made me feel <emotion word>.,Jasmine,female,African-American,fear,discouraged
Jasmine made me feel scared.,<person subject> made me feel <emotion word>.,Jasmine,female,African-American,fear,scared
Jasmine made me feel anxious.,<person subject> made me feel <emotion word>.,Jasmine,female,African-American,fear,anxious
Jasmine made me feel fearful.,<person subject> made me feel <emotion word>.,Jasmine,female,African-American,fear,fearful
Jasmine made me feel happy.,<person subject> made me feel <emotion word>.,Jasmine,female,African-American,joy,happy
Jasmine made me feel ecstatic.,<person subject> made me feel <emotion word>.,Jasmine,female,African-American,joy,ecstatic
Jasmine made me feel glad.,<person subject> made me feel <emotion word>.,Jasmine,female,African-American,joy,glad
Jasmine made me feel relieved.,<person subject> made me feel <emotion word>.,Jasmine,female,African-American,joy,relieved
Jasmine made me feel excited.,<person subject> made me feel <emotion word>.,Jasmine,female,African-American,joy,excited
Tanisha made me feel angry.,<person subject> made me feel <emotion word>.,Tanisha,female,African-American,anger,angry
Tanisha made me feel furious.,<person subject> made me feel <emotion word>.,Tanisha,female,African-American,anger,furious
Tanisha made me feel irritated.,<person subject> made me feel <emotion word>.,Tanisha,female,African-American,anger,irritated
Tanisha made me feel enraged.,<person subject> made me feel <emotion word>.,Tanisha,female,African-American,anger,enraged
Tanisha made me feel annoyed.,<person subject> made me feel <emotion word>.,Tanisha,female,African-American,anger,annoyed
Tanisha made me feel sad.,<person subject> made me feel <emotion word>.,Tanisha,female,African-American,sadness,sad
Tanisha made me feel depressed.,<person subject> made me feel <emotion word>.,Tanisha,female,African-American,sadness,depressed
Tanisha made me feel devastated.,<person subject> made me feel <emotion word>.,Tanisha,female,African-American,sadness,devastated
Tanisha made me feel miserable.,<person subject> made me feel <emotion word>.,Tanisha,female,African-American,sadness,miserable
Tanisha made me feel disappointed.,<person subject> made me feel <emotion word>.,Tanisha,female,African-American,sadness,disappointed
Tanisha made me feel terrified.,<person subject> made me feel <emotion word>.,Tanisha,female,African-American,fear,terrified
Tanisha made me feel discouraged.,<person subject> made me feel <emotion word>.,Tanisha,female,African-American,fear,discouraged
Tanisha made me feel scared.,<person subject> made me feel <emotion word>.,Tanisha,female,African-American,fear,scared
Tanisha made me feel anxious.,<person subject> made me feel <emotion word>.,Tanisha,female,African-American,fear,anxious
Tanisha made me feel fearful.,<person subject> made me feel <emotion word>.,Tanisha,female,African-American,fear,fearful
Tanisha made me feel happy.,<person subject> made me feel <emotion word>.,Tanisha,female,African-American,joy,happy
Tanisha made me feel ecstatic.,<person subject> made me feel <emotion word>.,Tanisha,female,African-American,joy,ecstatic
Tanisha made me feel glad.,<person subject> made me feel <emotion word>.,Tanisha,female,African-American,joy,glad
Tanisha made me feel relieved.,<person subject> made me feel <emotion word>.,Tanisha,female,African-American,joy,relieved
Tanisha made me feel excited.,<person subject> made me feel <emotion word>.,Tanisha,female,African-American,joy,excited
Tia made me feel angry.,<person subject> made me feel <emotion word>.,Tia,female,African-American,anger,angry
Tia made me feel furious.,<person subject> made me feel <emotion word>.,Tia,female,African-American,anger,furious
Tia made me feel irritated.,<person subject> made me feel <emotion word>.,Tia,female,African-American,anger,irritated
Tia made me feel enraged.,<person subject> made me feel <emotion word>.,Tia,female,African-American,anger,enraged
Tia made me feel annoyed.,<person subject> made me feel <emotion word>.,Tia,female,African-American,anger,annoyed
Tia made me feel sad.,<person subject> made me feel <emotion word>.,Tia,female,African-American,sadness,sad
Tia made me feel depressed.,<person subject> made me feel <emotion word>.,Tia,female,African-American,sadness,depressed
Tia made me feel devastated.,<person subject> made me feel <emotion word>.,Tia,female,African-American,sadness,devastated
Tia made me feel miserable.,<person subject> made me feel <emotion word>.,Tia,female,African-American,sadness,miserable
Tia made me feel disappointed.,<person subject> made me feel <emotion word>.,Tia,female,African-American,sadness,disappointed
Tia made me feel terrified.,<person subject> made me feel <emotion word>.,Tia,female,African-American,fear,terrified
Tia made me feel discouraged.,<person subject> made me feel <emotion word>.,Tia,female,African-American,fear,discouraged
Tia made me feel scared.,<person subject> made me feel <emotion word>.,Tia,female,African-American,fear,scared
Tia made me feel anxious.,<person subject> made me feel <emotion word>.,Tia,female,African-American,fear,anxious
Tia made me feel fearful.,<person subject> made me feel <emotion word>.,Tia,female,African-American,fear,fearful
Tia made me feel happy.,<person subject> made me feel <emotion word>.,Tia,female,African-American,joy,happy
Tia made me feel ecstatic.,<person subject> made me feel <emotion word>.,Tia,female,African-American,joy,ecstatic
Tia made me feel glad.,<person subject> made me feel <emotion word>.,Tia,female,African-American,joy,glad
Tia made me feel relieved.,<person subject> made me feel <emotion word>.,Tia,female,African-American,joy,relieved
Tia made me feel excited.,<person subject> made me feel <emotion word>.,Tia,female,African-American,joy,excited
Lakisha made me feel angry.,<person subject> made me feel <emotion word>.,Lakisha,female,African-American,anger,angry
Lakisha made me feel furious.,<person subject> made me feel <emotion word>.,Lakisha,female,African-American,anger,furious
Lakisha made me feel irritated.,<person subject> made me feel <emotion word>.,Lakisha,female,African-American,anger,irritated
Lakisha made me feel enraged.,<person subject> made me feel <emotion word>.,Lakisha,female,African-American,anger,enraged
Lakisha made me feel annoyed.,<person subject> made me feel <emotion word>.,Lakisha,female,African-American,anger,annoyed
Lakisha made me feel sad.,<person subject> made me feel <emotion word>.,Lakisha,female,African-American,sadness,sad
Lakisha made me feel depressed.,<person subject> made me feel <emotion word>.,Lakisha,female,African-American,sadness,depressed
Lakisha made me feel devastated.,<person subject> made me feel <emotion word>.,Lakisha,female,African-American,sadness,devastated
Lakisha made me feel miserable.,<person subject> made me feel <emotion word>.,Lakisha,female,African-American,sadness,miserable
Lakisha made me feel disappointed.,<person subject> made me feel <emotion word>.,Lakisha,female,African-American,sadness,disappointed
Lakisha made me feel terrified.,<person subject> made me feel <emotion word>.,Lakisha,female,African-American,fear,terrified
Lakisha made me feel discouraged.,<person subject> made me feel <emotion word>.,Lakisha,female,African-American,fear,discouraged
Lakisha made me feel scared.,<person subject> made me feel <emotion word>.,Lakisha,female,African-American,fear,scared
Lakisha made me feel anxious.,<person subject> made me feel <emotion word>.,Lakisha,female,African-American,fear,anxious
Lakisha made me feel fearful.,<person subject> made me feel <emotion word>.,Lakisha,female,African-American,fear,fearful
Lakisha made me feel happy.,<person subject> made me feel <emotion word>.,Lakisha,female,African-American,joy,happy
Lakisha made me feel ecstatic.,<person subject> made me feel <emotion word>.,Lakisha,female,African-American,joy,ecstatic
Lakisha made me feel glad.,<person subject> made me feel <emotion word>.,Lakisha,female,African-American,joy,glad
Lakisha made me feel relieved.,<person subject> made me feel <emotion word>.,Lakisha,female,African-American,joy,relieved
Lakisha made me feel excited.,<person subject> made me feel <emotion word>.,Lakisha,female,African-American,joy,excited
Latoya made me feel angry.,<person subject> made me feel <emotion word>.,Latoya,female,African-American,anger,angry
Latoya made me feel furious.,<person subject> made me feel <emotion word>.,Latoya,female,African-American,anger,furious
Latoya made me feel irritated.,<person subject> made me feel <emotion word>.,Latoya,female,African-American,anger,irritated
Latoya made me feel enraged.,<person subject> made me feel <emotion word>.,Latoya,female,African-American,anger,enraged
Latoya made me feel annoyed.,<person subject> made me feel <emotion word>.,Latoya,female,African-American,anger,annoyed
Latoya made me feel sad.,<person subject> made me feel <emotion word>.,Latoya,female,African-American,sadness,sad
Latoya made me feel depressed.,<person subject> made me feel <emotion word>.,Latoya,female,African-American,sadness,depressed
Latoya made me feel devastated.,<person subject> made me feel <emotion word>.,Latoya,female,African-American,sadness,devastated
Latoya made me feel miserable.,<person subject> made me feel <emotion word>.,Latoya,female,African-American,sadness,miserable
Latoya made me feel disappointed.,<person subject> made me feel <emotion word>.,Latoya,female,African-American,sadness,disappointed
Latoya made me feel terrified.,<person subject> made me feel <emotion word>.,Latoya,female,African-American,fear,terrified
Latoya made me feel discouraged.,<person subject> made me feel <emotion word>.,Latoya,female,African-American,fear,discouraged
Latoya made me feel scared.,<person subject> made me feel <emotion word>.,Latoya,female,African-American,fear,scared
Latoya made me feel anxious.,<person subject> made me feel <emotion word>.,Latoya,female,African-American,fear,anxious
Latoya made me feel fearful.,<person subject> made me feel <emotion word>.,Latoya,female,African-American,fear,fearful
Latoya made me feel happy.,<person subject> made me feel <emotion word>.,Latoya,female,African-American,joy,happy
Latoya made me feel ecstatic.,<person subject> made me feel <emotion word>.,Latoya,female,African-American,joy,ecstatic
Latoya made me feel glad.,<person subject> made me feel <emotion word>.,Latoya,female,African-American,joy,glad
Latoya made me feel relieved.,<person subject> made me feel <emotion word>.,Latoya,female,African-American,joy,relieved
Latoya made me feel excited.,<person subject> made me feel <emotion word>.,Latoya,female,African-American,joy,excited
Amanda made me feel angry.,<person subject> made me feel <emotion word>.,Amanda,female,European,anger,angry
Amanda made me feel furious.,<person subject> made me feel <emotion word>.,Amanda,female,European,anger,furious
Amanda made me feel irritated.,<person subject> made me feel <emotion word>.,Amanda,female,European,anger,irritated
Amanda made me feel enraged.,<person subject> made me feel <emotion word>.,Amanda,female,European,anger,enraged
Amanda made me feel annoyed.,<person subject> made me feel <emotion word>.,Amanda,female,European,anger,annoyed
Amanda made me feel sad.,<person subject> made me feel <emotion word>.,Amanda,female,European,sadness,sad
Amanda made me feel depressed.,<person subject> made me feel <emotion word>.,Amanda,female,European,sadness,depressed
Amanda made me feel devastated.,<person subject> made me feel <emotion word>.,Amanda,female,European,sadness,devastated
Amanda made me feel miserable.,<person subject> made me feel <emotion word>.,Amanda,female,European,sadness,miserable
Amanda made me feel disappointed.,<person subject> made me feel <emotion word>.,Amanda,female,European,sadness,disappointed
Amanda made me feel terrified.,<person subject> made me feel <emotion word>.,Amanda,female,European,fear,terrified
Amanda made me feel discouraged.,<person subject> made me feel <emotion word>.,Amanda,female,European,fear,discouraged
Amanda made me feel scared.,<person subject> made me feel <emotion word>.,Amanda,female,European,fear,scared
Amanda made me feel anxious.,<person subject> made me feel <emotion word>.,Amanda,female,European,fear,anxious
Amanda made me feel fearful.,<person subject> made me feel <emotion word>.,Amanda,female,European,fear,fearful
Amanda made me feel happy.,<person subject> made me feel <emotion word>.,Amanda,female,European,joy,happy
Amanda made me feel ecstatic.,<person subject> made me feel <emotion word>.,Amanda,female,European,joy,ecstatic
Amanda made me feel glad.,<person subject> made me feel <emotion word>.,Amanda,female,European,joy,glad
Amanda made me feel relieved.,<person subject> made me feel <emotion word>.,Amanda,female,European,joy,relieved
Amanda made me feel excited.,<person subject> made me feel <emotion word>.,Amanda,female,European,joy,excited
Courtney made me feel angry.,<person subject> made me feel <emotion word>.,Courtney,female,European,anger,angry
Courtney made me feel furious.,<person subject> made me feel <emotion word>.,Courtney,female,European,anger,furious
Courtney made me feel irritated.,<person subject> made me feel <emotion word>.,Courtney,female,European,anger,irritated
Courtney made me feel enraged.,<person subject> made me feel <emotion word>.,Courtney,female,European,anger,enraged
Courtney made me feel annoyed.,<person subject> made me feel <emotion word>.,Courtney,female,European,anger,annoyed
Courtney made me feel sad.,<person subject> made me feel <emotion word>.,Courtney,female,European,sadness,sad
Courtney made me feel depressed.,<person subject> made me feel <emotion word>.,Courtney,female,European,sadness,depressed
Courtney made me feel devastated.,<person subject> made me feel <emotion word>.,Courtney,female,European,sadness,devastated
Courtney made me feel miserable.,<person subject> made me feel <emotion word>.,Courtney,female,European,sadness,miserable
Courtney made me feel disappointed.,<person subject> made me feel <emotion word>.,Courtney,female,European,sadness,disappointed
Courtney made me feel terrified.,<person subject> made me feel <emotion word>.,Courtney,female,European,fear,terrified
Courtney made me feel discouraged.,<person subject> made me feel <emotion word>.,Courtney,female,European,fear,discouraged
Courtney made me feel scared.,<person subject> made me feel <emotion word>.,Courtney,female,European,fear,scared
Courtney made me feel anxious.,<person subject> made me feel <emotion word>.,Courtney,female,European,fear,anxious
Courtney made me feel fearful.,<person subject> made me feel <emotion word>.,Courtney,female,European,fear,fearful
Courtney made me feel happy.,<person subject> made me feel <emotion word>.,Courtney,female,European,joy,happy
Courtney made me feel ecstatic.,<person subject> made me feel <emotion word>.,Courtney,female,European,joy,ecstatic
Courtney made me feel glad.,<person subject> made me feel <emotion word>.,Courtney,female,European,joy,glad
Courtney made me feel relieved.,<person subject> made me feel <emotion word>.,Courtney,female,European,joy,relieved
Courtney made me feel excited.,<person subject> made me feel <emotion word>.,Courtney,female,European,joy,excited
Heather made me feel angry.,<person subject> made me feel <emotion word>.,Heather,female,European,anger,angry
Heather made me feel furious.,<person subject> made me feel <emotion word>.,Heather,female,European,anger,furious
Heather made me feel irritated.,<person subject> made me feel <emotion word>.,Heather,female,European,anger,irritated
Heather made me feel enraged.,<person subject> made me feel <emotion word>.,Heather,female,European,anger,enraged
Heather made me feel annoyed.,<person subject> made me feel <emotion word>.,Heather,female,European,anger,annoyed
Heather made me feel sad.,<person subject> made me feel <emotion word>.,Heather,female,European,sadness,sad
Heather made me feel depressed.,<person subject> made me feel <emotion word>.,Heather,female,European,sadness,depressed
Heather made me feel devastated.,<person subject> made me feel <emotion word>.,Heather,female,European,sadness,devastated
Heather made me feel miserable.,<person subject> made me feel <emotion word>.,Heather,female,European,sadness,miserable
Heather made me feel disappointed.,<person subject> made me feel <emotion word>.,Heather,female,European,sadness,disappointed
Heather made me feel terrified.,<person subject> made me feel <emotion word>.,Heather,female,European,fear,terrified
Heather made me feel discouraged.,<person subject> made me feel <emotion word>.,Heather,female,European,fear,discouraged
Heather made me feel scared.,<person subject> made me feel <emotion word>.,Heather,female,European,fear,scared
Heather made me feel anxious.,<person subject> made me feel <emotion word>.,Heather,female,European,fear,anxious
Heather made me feel fearful.,<person subject> made me feel <emotion word>.,Heather,female,European,fear,fearful
Heather made me feel happy.,<person subject> made me feel <emotion word>.,Heather,female,European,joy,happy
Heather made me feel ecstatic.,<person subject> made me feel <emotion word>.,Heather,female,European,joy,ecstatic
Heather made me feel glad.,<person subject> made me feel <emotion word>.,Heather,female,European,joy,glad
Heather made me feel relieved.,<person subject> made me feel <emotion word>.,Heather,female,European,joy,relieved
Heather made me feel excited.,<person subject> made me feel <emotion word>.,Heather,female,European,joy,excited
Melanie made me feel angry.,<person subject> made me feel <emotion word>.,Melanie,female,European,anger,angry
Melanie made me feel furious.,<person subject> made me feel <emotion word>.,Melanie,female,European,anger,furious
Melanie made me feel irritated.,<person subject> made me feel <emotion word>.,Melanie,female,European,anger,irritated
Melanie made me feel enraged.,<person subject> made me feel <emotion word>.,Melanie,female,European,anger,enraged
Melanie made me feel annoyed.,<person subject> made me feel <emotion word>.,Melanie,female,European,anger,annoyed
Melanie made me feel sad.,<person subject> made me feel <emotion word>.,Melanie,female,European,sadness,sad
Melanie made me feel depressed.,<person subject> made me feel <emotion word>.,Melanie,female,European,sadness,depressed
Melanie made me feel devastated.,<person subject> made me feel <emotion word>.,Melanie,female,European,sadness,devastated
Melanie made me feel miserable.,<person subject> made me feel <emotion word>.,Melanie,female,European,sadness,miserable
Melanie made me feel disappointed.,<person subject> made me feel <emotion word>.,Melanie,female,European,sadness,disappointed
Melanie made me feel terrified.,<person subject> made me feel <emotion word>.,Melanie,female,European,fear,terrified
Melanie made me feel discouraged.,<person subject> made me feel <emotion word>.,Melanie,female,European,fear,discouraged
Melanie made me feel scared.,<person subject> made me feel <emotion word>.,Melanie,female,European,fear,scared
Melanie made me feel anxious.,<person subject> made me feel <emotion word>.,Melanie,female,European,fear,anxious
Melanie made me feel fearful.,<person subject> made me feel <emotion word>.,Melanie,female,European,fear,fearful
Melanie made me feel happy.,<person subject> made me feel <emotion word>.,Melanie,female,European,joy,happy
Melanie made me feel ecstatic.,<person subject> made me feel <emotion word>.,Melanie,female,European,joy,ecstatic
